Invoice_ID,date,category,sku,region,channel,price,quantity,discount,revenue,Cost_Per_Unit,Profit,Customer_Type,Payment_Method,Promotion,Month,Year
INV-00428,2023-04-10,Dairy,DA-038,شیراز,Wholesale,75983.67,33,24.05,2507461.09,61847.7,466487.0,Corporate,Transfer,Yes,4,2023
INV-00429,2023-04-10,Snacks,SN-050,تبریز,Supermarket,59040.27,7,1.44,413281.88,40900.64,126977.39,Retail,Transfer,No,4,2023
INV-00430,2023-04-10,Snacks,SN-113,شیراز,Supermarket,50929.06,87,13.17,4430828.3,36222.95,1279431.83,Corporate,Cash,Yes,4,2023
INV-00431,2023-04-10,Home Care,HO-010,اهواز,Wholesale,52110.27,14,2.17,729543.79,42596.56,133192.0,Retail,Transfer,No,4,2023
INV-00432,2023-04-10,Home Care,HO-149,اهواز,Wholesale,50283.0,11,5.57,553113.05,40289.44,109929.16,Retail,Transfer,No,4,2023
INV-00433,2023-04-10,Snacks,SN-148,کرمانشاه,Supermarket,61818.74,71,5.75,4389130.53,44025.66,1263308.84,Corporate,Card,No,4,2023
INV-00434,2023-04-11,Beverages,BE-129,تهران,Pharmacy,64057.93,1,12.01,64057.93,51644.72,12413.2,Retail,Card,Yes,4,2023
INV-00435,2023-04-11,Beverages,BE-147,کرمانشاه,Hypermarket,70860.24,6,1.91,425161.44,49338.35,129131.32,Retail,Card,No,4,2023
INV-00436,2023-04-11,Snacks,SN-140,قم,Hypermarket,50666.21,7,17.15,354663.44,39470.92,78366.97,Retail,Transfer,Yes,4,2023
INV-00437,2023-04-11,Home Care,HO-068,اصفهان,Pharmacy,59622.74,6,4.0,357736.43,45490.77,84791.81,Retail,Card,No,4,2023
INV-00438,2023-04-12,Home Care,HO-121,اصفهان,Supermarket,48553.65,10,12.72,485536.54,35819.44,127342.1,Retail,Card,Yes,4,2023
INV-00439,2023-04-12,Snacks,SN-105,قم,Wholesale,78291.48,4,0.17,313165.91,68881.79,37638.75,Retail,Card,No,4,2023
INV-00440,2023-04-12,Snacks,SN-004,مشهد,Hypermarket,74972.5,12,5.0,899670.04,51855.92,277399.05,Retail,Card,No,4,2023
INV-00441,2023-04-13,Snacks,SN-111,شیراز,Supermarket,62261.8,12,5.44,747141.61,42564.49,236367.72,Retail,Transfer,No,4,2023
INV-00442,2023-04-13,Snacks,SN-091,تبریز,Online,63598.72,6,17.36,381592.31,46009.97,105532.49,Retail,Card,Yes,4,2023
INV-00443,2023-04-13,Dairy,DA-026,اهواز,Online,124519.04,1,4.0,124519.04,92417.11,32101.93,Retail,Transfer,No,4,2023
INV-00444,2023-04-13,Snacks,SN-009,اهواز,Pharmacy,81206.0,6,4.0,487235.99,63142.81,108379.14,Retail,Cash,No,4,2023
INV-00445,2023-04-13,Home Care,HO-138,اهواز,Hypermarket,52918.95,8,5.11,423351.58,39695.01,105791.54,Retail,Cash,Yes,4,2023
INV-00446,2023-04-14,Beverages,BE-030,کرمانشاه,Supermarket,81782.12,92,2.74,7523954.66,55600.94,2408668.57,Corporate,Card,No,4,2023
INV-00447,2023-04-14,Snacks,SN-070,قم,Hypermarket,52429.13,123,1.49,6448783.58,36462.63,1963879.83,Corporate,Transfer,No,4,2023
INV-00448,2023-04-14,Personal Care,PE-121,تبریز,Wholesale,93172.52,77,2.18,7174283.72,79964.74,1016998.97,Corporate,Cash,No,4,2023
INV-00449,2023-04-14,Home Care,HO-032,قم,Hypermarket,48002.91,1,4.64,48002.91,33297.3,14705.61,Retail,Card,No,4,2023
INV-00450,2023-04-14,Home Care,HO-084,شیراز,Online,32844.18,2,14.81,65688.37,25336.22,15015.92,Retail,Card,Yes,4,2023
INV-00451,2023-04-14,Home Care,HO-051,تبریز,Online,47286.66,9,1.7,425579.98,38304.61,80838.52,Retail,POS,No,4,2023
INV-00452,2023-04-14,Beverages,BE-007,کرج,Hypermarket,63968.13,4,5.17,255872.5,48510.78,61829.37,Retail,Cash,Yes,4,2023
INV-00453,2023-04-14,Personal Care,PE-080,اهواز,Hypermarket,100190.72,10,10.06,1001907.17,75532.53,246581.88,Retail,Cash,Yes,4,2023
INV-00454,2023-04-15,Home Care,HO-129,قم,Supermarket,45954.37,11,5.84,505498.09,32866.71,143964.24,Retail,Card,No,4,2023
INV-00455,2023-04-15,Dairy,DA-121,تهران,Online,97410.54,3,4.0,292231.62,74115.43,69885.32,Retail,Transfer,No,4,2023
INV-00456,2023-04-15,Personal Care,PE-105,مشهد,Wholesale,110968.05,13,0.2,1442584.67,89478.1,279369.32,Retail,POS,No,4,2023
INV-00457,2023-04-15,Dairy,DA-025,قم,Pharmacy,94644.57,1,0.22,94644.57,79128.11,15516.47,Retail,Transfer,No,4,2023
INV-00458,2023-04-15,Home Care,HO-094,قم,Hypermarket,51315.37,12,5.94,615784.46,39546.78,141223.11,Retail,POS,No,4,2023
INV-00459,2023-04-15,Personal Care,PE-093,رشت,Online,108972.09,23,0.67,2506358.05,88075.54,480620.61,Corporate,Card,No,4,2023
INV-00460,2023-04-15,Beverages,BE-031,رشت,Pharmacy,60749.68,3,3.02,182249.04,49896.63,32559.14,Retail,Cash,No,4,2023
INV-00461,2023-04-15,Snacks,SN-109,تهران,Supermarket,62558.39,14,4.38,875817.45,42734.63,277532.62,Corporate,Transfer,No,4,2023
INV-00462,2023-04-16,Personal Care,PE-140,تبریز,Hypermarket,88182.23,1,3.3,88182.23,61204.11,26978.12,Retail,POS,No,4,2023
INV-00463,2023-04-16,Beverages,BE-054,کرمانشاه,Hypermarket,52838.13,48,19.96,2536230.48,39262.34,651638.22,Corporate,Transfer,Yes,4,2023
INV-00464,2023-04-16,Personal Care,PE-077,شیراز,Pharmacy,95364.47,13,0.16,1239738.15,72777.61,293629.27,Corporate,Transfer,No,4,2023
INV-00465,2023-04-17,Dairy,DA-076,قم,Pharmacy,101229.55,6,1.83,607377.32,83873.21,104138.08,Retail,Transfer,No,4,2023
INV-00466,2023-04-17,Personal Care,PE-065,مشهد,Wholesale,83400.18,13,8.36,1084202.36,70914.86,162309.18,Retail,Card,Yes,4,2023
INV-00467,2023-04-17,Home Care,HO-075,تهران,Supermarket,53125.28,1,0.27,53125.28,38128.59,14996.69,Retail,POS,No,4,2023
INV-00468,2023-04-17,Home Care,HO-070,مشهد,Online,62289.52,7,1.84,436026.66,49886.9,86818.37,Retail,Card,No,4,2023
INV-00469,2023-04-17,Beverages,BE-133,کرج,Supermarket,79958.45,91,0.91,7276219.39,59196.86,1889304.8,Corporate,Card,No,4,2023
INV-00470,2023-04-17,Home Care,HO-084,مشهد,Hypermarket,48517.13,3,11.45,145551.38,37140.04,34131.26,Retail,Transfer,Yes,4,2023
INV-00471,2023-04-18,Home Care,HO-093,اهواز,Supermarket,56083.85,5,0.75,280419.25,40293.29,78952.82,Retail,Transfer,No,4,2023
INV-00472,2023-04-18,Home Care,HO-129,تبریز,Pharmacy,58755.28,1,4.0,58755.28,44216.69,14538.59,Retail,Transfer,No,4,2023
INV-00473,2023-04-18,Snacks,SN-001,کرمانشاه,Wholesale,62260.82,59,1.08,3673388.28,54415.36,462881.85,Corporate,Transfer,No,4,2023
INV-00474,2023-04-18,Snacks,SN-123,کرمانشاه,Supermarket,59219.42,9,17.23,532974.8,40840.58,165409.58,Retail,Card,Yes,4,2023
INV-00475,2023-04-18,Home Care,HO-054,تبریز,Wholesale,54112.38,8,0.46,432899.03,44792.12,74562.07,Retail,Card,No,4,2023
INV-00476,2023-04-18,Personal Care,PE-080,اهواز,Online,90891.23,2,2.69,181782.47,72448.78,36884.92,Retail,Cash,No,4,2023
INV-00477,2023-04-19,Personal Care,PE-073,رشت,Wholesale,84009.33,55,23.64,4620513.01,69784.1,782387.42,Corporate,POS,Yes,4,2023
INV-00478,2023-04-19,Dairy,DA-128,رشت,Online,101295.21,1,1.21,101295.21,79041.01,22254.2,Retail,Card,No,4,2023
INV-00479,2023-04-19,Snacks,SN-013,تبریز,Hypermarket,69548.08,12,2.54,834576.93,48548.77,251991.74,Retail,Card,No,4,2023
INV-00480,2023-04-19,Home Care,HO-101,تبریز,Hypermarket,60069.96,3,2.66,180209.87,43905.41,48493.62,Retail,Transfer,No,4,2023
INV-00481,2023-04-19,Beverages,BE-023,شیراز,Wholesale,64772.62,9,0.9,582953.61,54377.18,93558.97,Retail,POS,No,4,2023
INV-00482,2023-04-19,Beverages,BE-037,شیراز,Supermarket,60007.95,8,12.13,480063.58,40247.93,158080.13,Retail,Card,Yes,4,2023
INV-00483,2023-04-19,Home Care,HO-012,مشهد,Online,52039.6,83,4.0,4319286.84,40351.77,970090.3,Corporate,Transfer,No,4,2023
INV-00484,2023-04-20,Personal Care,PE-072,اصفهان,Wholesale,99852.84,79,3.4,7888374.44,85834.3,1107464.65,Corporate,Cash,No,4,2023
INV-00485,2023-04-20,Home Care,HO-136,تهران,Online,59405.25,98,2.7,5821714.44,43599.54,1548959.92,Corporate,Card,No,4,2023
INV-00486,2023-04-20,Snacks,SN-025,کرمانشاه,Hypermarket,65328.63,3,1.77,195985.88,46412.4,56748.69,Retail,Transfer,No,4,2023
INV-00487,2023-04-20,Dairy,DA-125,رشت,Online,115952.47,4,7.31,463809.88,91868.95,96334.06,Retail,POS,Yes,4,2023
INV-00488,2023-04-20,Dairy,DA-020,شیراز,Wholesale,98871.9,10,8.42,988719.01,82145.23,167266.76,Retail,Card,Yes,4,2023
INV-00489,2023-04-21,Snacks,SN-126,اصفهان,Pharmacy,46934.57,2,4.0,93869.14,36405.38,21058.38,Retail,Transfer,No,4,2023
INV-00490,2023-04-21,Personal Care,PE-004,رشت,Wholesale,93993.41,15,5.69,1409901.17,82014.78,179679.44,Retail,Card,No,4,2023
INV-00491,2023-04-21,Personal Care,PE-131,اصفهان,Wholesale,89108.39,96,2.13,8554405.19,77325.11,1131194.37,Corporate,Transfer,No,4,2023
INV-00492,2023-04-21,Beverages,BE-122,اصفهان,Online,78985.2,9,7.2,710866.79,62752.91,146090.58,Retail,Transfer,Yes,4,2023
INV-00493,2023-04-21,Home Care,HO-107,تبریز,Wholesale,46946.98,1,7.13,46946.98,38095.85,8851.14,Retail,Card,Yes,4,2023
INV-00494,2023-04-22,Beverages,BE-041,رشت,Online,68941.31,1,3.99,68941.31,51871.35,17069.96,Retail,POS,No,4,2023
INV-00495,2023-04-22,Beverages,BE-092,مشهد,Supermarket,68971.36,89,4.42,6138451.15,48402.82,1830600.07,Corporate,POS,No,4,2023
INV-00496,2023-04-22,Dairy,DA-150,کرج,Wholesale,111872.07,2,0.34,223744.15,94125.68,35492.79,Retail,Transfer,No,4,2023
INV-00497,2023-04-23,Home Care,HO-116,شیراز,Online,48029.35,75,4.0,3602201.49,36624.62,855355.24,Corporate,POS,No,4,2023
INV-00498,2023-04-23,Snacks,SN-107,کرج,Wholesale,62368.93,7,3.86,436582.49,49209.67,92114.77,Retail,Card,No,4,2023
INV-00499,2023-04-23,Dairy,DA-058,مشهد,Online,97123.72,6,1.33,582742.34,70784.8,158033.55,Retail,Card,No,4,2023
INV-00500,2023-04-23,Dairy,DA-121,مشهد,Pharmacy,138182.97,8,2.7,1105463.78,107780.79,243217.49,Retail,Transfer,No,4,2023
INV-00501,2023-04-23,Snacks,SN-126,اهواز,Hypermarket,62449.17,8,3.17,499593.39,42727.23,157775.57,Retail,Transfer,No,4,2023
INV-00502,2023-04-23,Dairy,DA-144,رشت,Supermarket,113680.71,41,1.56,4660909.25,74285.13,1615219.03,Corporate,Card,No,4,2023
INV-00503,2023-04-23,Snacks,SN-149,تهران,Supermarket,66050.47,27,1.53,1783362.65,46783.03,520220.88,Corporate,Transfer,No,4,2023
INV-00504,2023-04-24,Beverages,BE-124,تبریز,Pharmacy,57283.32,4,4.0,229133.27,43311.95,55885.46,Retail,Cash,No,4,2023
INV-00505,2023-04-24,Home Care,HO-049,شیراز,Supermarket,50710.75,7,16.22,354975.28,33362.25,121439.5,Retail,POS,Yes,4,2023
INV-00506,2023-04-24,Dairy,DA-074,تبریز,Pharmacy,91682.45,7,4.0,641777.14,71554.78,140893.68,Retail,Transfer,No,4,2023
INV-00507,2023-04-24,Dairy,DA-099,رشت,Supermarket,96824.27,96,13.44,9295130.39,64716.42,3082354.18,Corporate,Cash,Yes,4,2023
INV-00508,2023-04-24,Beverages,BE-138,تهران,Supermarket,50319.38,10,10.61,503193.81,36011.06,143083.22,Retail,Transfer,Yes,4,2023
INV-00509,2023-04-25,Beverages,BE-101,کرج,Online,65036.69,1,2.83,65036.69,49902.73,15133.95,Retail,Cash,No,4,2023
INV-00510,2023-04-25,Dairy,DA-128,تهران,Hypermarket,108649.22,3,4.14,325947.67,82644.19,78015.12,Retail,Transfer,No,4,2023
INV-00511,2023-04-25,Beverages,BE-094,اهواز,Supermarket,58617.23,9,17.63,527555.06,43610.18,135063.42,Retail,POS,Yes,4,2023
INV-00512,2023-04-25,Dairy,DA-072,تبریز,Supermarket,115583.45,7,5.78,809084.13,85424.64,211111.62,Retail,POS,Yes,4,2023
INV-00513,2023-04-25,Snacks,SN-124,رشت,Supermarket,66671.24,4,1.95,266684.95,46080.73,82362.02,Retail,Card,No,4,2023
INV-00514,2023-04-25,Personal Care,PE-068,تهران,Pharmacy,99371.48,9,0.39,894343.32,83976.57,138554.23,Retail,Transfer,No,4,2023
INV-00515,2023-04-25,Snacks,SN-052,کرج,Wholesale,68573.22,5,2.42,342866.11,54332.85,71201.88,Retail,Transfer,No,4,2023
INV-00516,2023-04-26,Beverages,BE-083,کرمانشاه,Supermarket,68992.42,4,2.39,275969.7,50911.08,72325.39,Retail,Transfer,No,4,2023
INV-00517,2023-04-26,Personal Care,PE-128,کرج,Online,105648.07,3,2.03,316944.21,76639.84,87024.7,Retail,Transfer,No,4,2023
INV-00518,2023-04-26,Dairy,DA-022,شیراز,Wholesale,101529.77,15,2.03,1522946.51,82085.17,291668.94,Retail,Transfer,No,4,2023
INV-00519,2023-04-26,Personal Care,PE-064,تهران,Online,111243.28,9,3.48,1001189.49,80195.18,279432.89,Retail,Transfer,No,4,2023
INV-00520,2023-04-26,Snacks,SN-083,اهواز,Pharmacy,60631.63,1,3.76,60631.63,49474.73,11156.9,Retail,POS,No,4,2023
INV-00521,2023-04-26,Personal Care,PE-049,تهران,Online,107052.35,6,4.0,642314.11,86185.66,125200.18,Retail,Card,No,4,2023
INV-00522,2023-04-27,Beverages,BE-052,اصفهان,Hypermarket,62526.44,74,23.34,4626956.29,47279.64,1128262.7,Corporate,Transfer,Yes,4,2023
INV-00523,2023-04-27,Home Care,HO-104,رشت,Pharmacy,56455.73,9,1.32,508101.57,42772.88,123145.63,Retail,Card,No,4,2023
INV-00524,2023-04-27,Home Care,HO-036,اصفهان,Hypermarket,51159.59,86,14.07,4399724.99,34597.0,1424382.95,Corporate,Transfer,Yes,4,2023
INV-00525,2023-04-27,Personal Care,PE-096,تهران,Supermarket,100886.5,4,5.2,403546.0,68666.14,128881.43,Retail,POS,No,4,2023
INV-00526,2023-04-27,Snacks,SN-047,شیراز,Online,72166.5,10,2.77,721665.02,52093.33,200731.67,Retail,Card,No,4,2023
INV-00527,2023-04-27,Home Care,HO-034,کرج,Wholesale,56494.19,12,2.56,677930.24,47498.49,107948.3,Retail,POS,No,4,2023
INV-00528,2023-04-27,Personal Care,PE-013,کرمانشاه,Online,76121.54,8,0.35,608972.32,55557.59,164511.62,Retail,Transfer,No,4,2023
INV-00529,2023-04-27,Home Care,HO-110,کرج,Wholesale,53946.52,113,13.75,6095956.6,43482.51,1182432.42,Corporate,POS,Yes,4,2023
INV-00530,2023-04-27,Personal Care,PE-075,تهران,Online,104669.2,6,4.0,628015.18,84993.23,118055.79,Retail,Cash,No,4,2023
INV-00531,2023-04-28,Snacks,SN-149,قم,Supermarket,71452.76,10,0.14,714527.57,48849.1,226036.61,Retail,Card,No,4,2023
INV-00532,2023-04-28,Snacks,SN-139,اصفهان,Supermarket,58981.09,3,2.48,176943.26,39544.15,58310.82,Retail,Transfer,No,4,2023
INV-00533,2023-04-28,Home Care,HO-126,شیراز,Pharmacy,47428.48,2,4.0,94856.97,38181.73,18493.51,Retail,Card,No,4,2023
INV-00534,2023-04-28,Snacks,SN-031,تبریز,Wholesale,68914.15,150,1.73,10337122.9,58962.18,1492795.25,Corporate,Card,No,4,2023
INV-00535,2023-04-29,Snacks,SN-054,اصفهان,Supermarket,69231.98,8,7.93,553855.86,48688.34,164349.17,Retail,Card,Yes,4,2023
INV-00536,2023-04-29,Snacks,SN-035,کرج,Supermarket,51136.39,12,14.24,613636.67,36706.23,173161.94,Corporate,Cash,Yes,4,2023
INV-00537,2023-04-29,Home Care,HO-149,تبریز,Supermarket,41637.04,1,1.64,41637.04,28729.89,12907.15,Retail,Card,No,4,2023
INV-00538,2023-04-29,Snacks,SN-010,مشهد,Hypermarket,56707.48,6,2.92,340244.88,40183.35,99144.81,Retail,Transfer,No,4,2023
INV-00539,2023-04-30,Dairy,DA-065,رشت,Pharmacy,87167.83,7,0.93,610174.81,70143.5,119170.35,Retail,Cash,No,4,2023
INV-00540,2023-04-30,Home Care,HO-014,کرج,Pharmacy,46373.75,49,23.35,2272313.66,38584.79,381659.1,Corporate,Card,Yes,4,2023
INV-00541,2023-04-30,Personal Care,PE-101,تبریز,Supermarket,107716.34,5,5.5,538581.68,74780.95,164676.94,Retail,Card,No,4,2023
INV-00542,2023-04-30,Snacks,SN-147,اهواز,Online,67606.15,61,3.52,4123974.99,50627.42,1035702.63,Corporate,Cash,No,4,2023
INV-00543,2023-04-30,Snacks,SN-006,قم,Wholesale,73930.91,44,12.01,3252959.87,61986.78,525541.58,Corporate,Card,Yes,4,2023
INV-00544,2023-04-30,Snacks,SN-085,تبریز,Online,55102.96,12,4.0,661235.5,42066.87,156433.12,Corporate,Cash,No,4,2023
INV-00545,2023-05-02,Snacks,SN-090,تبریز,Supermarket,62195.55,39,2.57,2425626.31,42630.48,763037.78,Corporate,Card,No,5,2023
INV-00546,2023-05-02,Beverages,BE-110,اهواز,Pharmacy,68948.46,24,3.96,1654762.92,51730.01,413242.57,Corporate,Card,No,5,2023
INV-00547,2023-05-02,Beverages,BE-094,رشت,Supermarket,60389.13,1,16.11,60389.13,43811.47,16577.66,Retail,Card,Yes,5,2023
INV-00548,2023-05-02,Home Care,HO-053,رشت,Pharmacy,52487.51,1,6.36,52487.51,41766.77,10720.75,Retail,Cash,Yes,5,2023
INV-00549,2023-05-02,Home Care,HO-025,شیراز,Pharmacy,60891.45,2,3.88,121782.9,49306.09,23170.71,Retail,Card,No,5,2023
INV-00550,2023-05-02,Home Care,HO-022,اهواز,Online,48734.89,3,3.64,146204.67,37492.67,33726.66,Retail,Card,No,5,2023
INV-00551,2023-05-02,Dairy,DA-055,تهران,Pharmacy,127728.03,71,4.0,9068690.02,104197.22,1670687.66,Corporate,Card,No,5,2023
INV-00552,2023-05-03,Dairy,DA-148,رشت,Hypermarket,83050.84,14,5.97,1162711.75,60537.36,315188.66,Corporate,Cash,No,5,2023
INV-00553,2023-05-03,Snacks,SN-016,مشهد,Wholesale,60313.0,1,5.01,60313.0,52336.56,7976.44,Retail,Transfer,No,5,2023
INV-00554,2023-05-03,Beverages,BE-055,اهواز,Online,74661.47,10,1.42,746614.73,55641.61,190198.6,Retail,Card,No,5,2023
INV-00555,2023-05-03,Home Care,HO-064,رشت,Wholesale,52682.32,141,5.36,7428207.41,43717.15,1264088.71,Corporate,Cash,No,5,2023
INV-00556,2023-05-03,Snacks,SN-030,کرج,Pharmacy,59519.59,2,0.87,119039.18,49187.09,20665.01,Retail,Transfer,No,5,2023
INV-00557,2023-05-03,Snacks,SN-103,کرمانشاه,Wholesale,73755.49,130,4.61,9588213.11,58901.07,1931073.74,Corporate,POS,No,5,2023
INV-00558,2023-05-03,Dairy,DA-140,اهواز,Wholesale,110432.12,15,10.73,1656481.83,93336.26,256437.91,Retail,Transfer,Yes,5,2023
INV-00559,2023-05-03,Snacks,SN-097,کرمانشاه,Wholesale,45966.55,112,22.7,5148253.33,38874.16,794347.32,Corporate,Cash,Yes,5,2023
INV-00560,2023-05-04,Dairy,DA-150,رشت,Pharmacy,106374.35,1,3.47,106374.35,83424.47,22949.88,Retail,Cash,No,5,2023
INV-00561,2023-05-05,Home Care,HO-014,تبریز,Supermarket,41472.07,7,13.93,290304.47,27983.13,94422.57,Retail,Cash,Yes,5,2023
INV-00562,2023-05-05,Personal Care,PE-079,شیراز,Hypermarket,87805.42,86,18.5,7551266.38,64463.32,2007420.7,Corporate,Card,Yes,5,2023
INV-00563,2023-05-05,Beverages,BE-104,مشهد,Online,77527.16,2,3.5,155054.32,60474.21,34105.9,Retail,Card,No,5,2023
INV-00564,2023-05-05,Snacks,SN-031,تهران,Supermarket,67160.01,11,8.51,738760.11,47062.03,221077.75,Retail,Transfer,Yes,5,2023
INV-00565,2023-05-05,Home Care,HO-021,رشت,Pharmacy,57402.26,7,4.0,401815.85,47354.08,70337.32,Retail,Card,No,5,2023
INV-00566,2023-05-05,Personal Care,PE-077,اصفهان,Hypermarket,103083.59,5,4.52,515417.94,72843.8,151198.96,Retail,POS,No,5,2023
INV-00567,2023-05-06,Personal Care,PE-090,قم,Pharmacy,100934.59,1,4.0,100934.59,82101.03,18833.56,Retail,Transfer,No,5,2023
INV-00568,2023-05-06,Personal Care,PE-112,اهواز,Wholesale,102868.96,28,4.35,2880330.78,83451.47,543689.73,Corporate,Card,No,5,2023
INV-00569,2023-05-06,Dairy,DA-009,قم,Pharmacy,88153.88,74,1.94,6523386.76,72907.31,1128245.62,Corporate,Card,No,5,2023
INV-00570,2023-05-06,Beverages,BE-043,مشهد,Hypermarket,58819.87,77,24.93,4529130.25,40810.59,1386714.71,Corporate,Card,Yes,5,2023
INV-00571,2023-05-07,Home Care,HO-138,کرمانشاه,Wholesale,58225.32,8,4.23,465802.55,48315.86,79275.66,Retail,Transfer,No,5,2023
INV-00572,2023-05-07,Snacks,SN-065,رشت,Hypermarket,71864.15,8,3.49,574913.2,54097.9,142129.98,Retail,Card,No,5,2023
INV-00573,2023-05-07,Personal Care,PE-089,کرج,Wholesale,77000.48,8,3.21,616003.87,61564.95,123484.24,Retail,Card,No,5,2023
INV-00574,2023-05-07,Snacks,SN-079,تبریز,Wholesale,49367.77,9,1.62,444309.97,39843.28,85720.44,Retail,Card,No,5,2023
INV-00575,2023-05-07,Dairy,DA-147,مشهد,Wholesale,105041.06,9,9.09,945369.5,85953.55,171787.56,Retail,Card,Yes,5,2023
INV-00576,2023-05-07,Beverages,BE-001,تهران,Hypermarket,62761.92,2,0.8,125523.84,44145.94,37231.95,Retail,Cash,No,5,2023
INV-00577,2023-05-08,Personal Care,PE-118,رشت,Wholesale,79332.58,23,24.48,1824649.3,65981.23,307081.01,Corporate,Card,Yes,5,2023
INV-00578,2023-05-08,Dairy,DA-134,کرج,Supermarket,95505.05,9,14.05,859545.49,66420.84,261757.96,Retail,Transfer,Yes,5,2023
INV-00579,2023-05-08,Beverages,BE-089,کرج,Pharmacy,59306.15,3,4.0,177918.46,48055.51,33751.92,Retail,POS,No,5,2023
INV-00580,2023-05-09,Beverages,BE-022,اصفهان,Supermarket,56285.64,10,5.5,562856.37,39760.33,165253.04,Retail,Transfer,No,5,2023
INV-00581,2023-05-09,Beverages,BE-080,تهران,Online,78279.61,9,0.69,704516.49,58166.33,181019.5,Retail,Cash,No,5,2023
INV-00582,2023-05-09,Snacks,SN-048,رشت,Wholesale,62045.68,9,5.89,558411.13,51073.52,98749.44,Retail,Card,No,5,2023
INV-00583,2023-05-10,Beverages,BE-104,کرمانشاه,Pharmacy,65888.85,4,4.0,263555.39,54656.31,44930.13,Retail,Transfer,No,5,2023
INV-00584,2023-05-10,Snacks,SN-042,تبریز,Hypermarket,59220.91,3,3.15,177662.74,42019.47,51604.33,Retail,Transfer,No,5,2023
INV-00585,2023-05-10,Dairy,DA-069,رشت,Supermarket,99939.0,43,3.16,4297376.8,66323.53,1445465.18,Corporate,Transfer,No,5,2023
INV-00586,2023-05-10,Beverages,BE-095,اهواز,Pharmacy,63496.48,22,0.79,1396922.53,49482.68,308303.47,Corporate,Card,No,5,2023
INV-00587,2023-05-10,Home Care,HO-125,تبریز,Supermarket,44273.27,59,0.97,2612123.19,29894.89,848324.65,Corporate,Transfer,No,5,2023
INV-00588,2023-05-10,Home Care,HO-034,رشت,Pharmacy,45955.29,52,1.23,2389675.3,38926.86,365478.36,Corporate,POS,No,5,2023
INV-00589,2023-05-10,Dairy,DA-053,رشت,Hypermarket,89616.96,10,4.07,896169.62,67410.1,222068.6,Corporate,Card,No,5,2023
INV-00590,2023-05-11,Snacks,SN-081,تبریز,Pharmacy,69197.34,6,3.23,415184.04,55290.34,83441.98,Retail,Transfer,No,5,2023
INV-00591,2023-05-11,Dairy,DA-080,اهواز,Supermarket,91770.71,10,3.48,917707.11,61424.94,303457.71,Retail,POS,No,5,2023
INV-00592,2023-05-11,Personal Care,PE-083,تهران,Pharmacy,100245.82,13,4.0,1303195.71,80168.97,260999.06,Corporate,Transfer,No,5,2023
INV-00593,2023-05-11,Beverages,BE-064,مشهد,Hypermarket,68357.53,2,2.28,136715.07,53297.53,30120.0,Retail,Card,No,5,2023
INV-00594,2023-05-11,Dairy,DA-142,کرج,Wholesale,90611.25,10,0.4,906112.53,71045.89,195653.63,Retail,Cash,No,5,2023
INV-00595,2023-05-11,Personal Care,PE-088,رشت,Wholesale,81742.18,37,0.73,3024460.79,65907.76,585873.75,Corporate,Card,No,5,2023
INV-00596,2023-05-11,Home Care,HO-057,تهران,Pharmacy,47773.51,8,3.89,382188.06,39222.27,68409.91,Retail,Card,No,5,2023
INV-00597,2023-05-12,Snacks,SN-002,تهران,Pharmacy,59198.33,1,12.35,59198.33,44454.5,14743.84,Retail,Cash,Yes,5,2023
INV-00598,2023-05-12,Beverages,BE-043,مشهد,Pharmacy,70515.13,8,4.0,564121.02,53826.68,133507.59,Retail,Transfer,No,5,2023
INV-00599,2023-05-12,Snacks,SN-012,تهران,Online,51581.93,1,15.48,51581.93,41310.21,10271.72,Retail,Transfer,Yes,5,2023
INV-00600,2023-05-12,Dairy,DA-035,کرج,Supermarket,138555.75,119,3.9,16488134.62,95274.09,5150517.74,Corporate,Transfer,No,5,2023
INV-00601,2023-05-12,Home Care,HO-056,رشت,Wholesale,45035.1,13,3.95,585456.33,37922.23,92467.33,Retail,Card,No,5,2023
INV-00602,2023-05-12,Personal Care,PE-048,اصفهان,Pharmacy,104757.19,5,4.0,523785.96,87899.91,84286.38,Retail,Transfer,No,5,2023
INV-00603,2023-05-13,Beverages,BE-060,رشت,Wholesale,71373.15,13,5.7,927850.95,61376.28,129959.3,Retail,Card,No,5,2023
INV-00604,2023-05-13,Home Care,HO-150,شیراز,Supermarket,50489.48,12,3.73,605873.74,35207.01,183389.66,Retail,Transfer,No,5,2023
INV-00605,2023-05-14,Beverages,BE-051,اصفهان,Wholesale,59971.08,8,3.09,479768.6,47361.89,100873.52,Retail,Transfer,No,5,2023
INV-00606,2023-05-14,Home Care,HO-059,کرمانشاه,Pharmacy,55878.24,7,8.53,391147.65,43003.94,90120.1,Retail,Card,Yes,5,2023
INV-00607,2023-05-14,Personal Care,PE-097,تبریز,Online,76020.79,61,18.44,4637268.13,60098.5,971259.54,Corporate,Card,Yes,5,2023
INV-00608,2023-05-14,Snacks,SN-137,اصفهان,Online,80468.25,3,0.24,241404.75,63734.59,50200.99,Retail,Cash,No,5,2023
INV-00609,2023-05-14,Dairy,DA-011,شیراز,Hypermarket,104500.43,74,4.94,7733032.09,71333.21,2454374.82,Corporate,Card,No,5,2023
INV-00610,2023-05-14,Dairy,DA-038,قم,Pharmacy,117106.89,3,3.63,351320.66,94365.12,68225.29,Retail,Transfer,No,5,2023
